Area Code,Area,Months,Element,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
136,Mauritania,September,Temperature change,°C,0.371,2.068,0.594,0.515,1.535,1.072,1.561,2.103,0.883,1.805
136,Mauritania,October,Temperature change,°C,1.108,1.768,1.182,1.912,2.026,1.768,1.886,2.361,1.921,2.044
136,Mauritania,November,Temperature change,°C,0.909,1.119,2.655,1.23,1.099,1.132,1.984,1.56,1.171,1.557
136,Mauritania,December,Temperature change,°C,2.777,0.664,0.383,1.537,0.98,1.674,2.425,0.31,1.957,2.181
136,Mauritania,Dec–Jan–Feb,Temperature change,°C,3.043,1.198,-0.271,0.571,0.621,0.513,1.922,1.613,0.085,0.835
136,Mauritania,Mar–Apr–May,Temperature change,°C,2.904,1.844,1.235,2.171,1.149,1.682,1.445,2.549,1.357,1.168
136,Mauritania,Jun–Jul–Aug,Temperature change,°C,0.928,1.439,0.761,1.47,1.695,1.657,1.229,1.632,1.216,1.863
136,Mauritania,Sep–Oct–Nov,Temperature change,°C,0.796,1.652,1.477,1.219,1.553,1.324,1.81,2.008,1.325,1.802
136,Mauritania,Meteorological year,Temperature change,°C,1.918,1.533,0.8,1.358,1.254,1.294,1.602,1.95,0.996,1.417
137,Mauritius,January,Temperature change,°C,1.012,0.593,0.652,0.646,0.937,0.759,1.701,0.423,0.378,1.266
137,Mauritius,February,Temperature change,°C,1.274,0.37,0.692,0.99,0.886,0.686,1.516,1.028,0.829,0.898
137,Mauritius,March,Temperature change,°C,1.229,0.645,0.516,1.155,0.906,1.043,1.864,1.018,0.501,1.161
137,Mauritius,April,Temperature change,°C,1.259,0.823,0.571,0.29,1.038,0.869,1.52,1.327,0.929,1.245
137,Mauritius,May,Temperature change,°C,1.386,1.286,0.726,0.719,1.139,1.204,0.868,1.201,1.136,1.205
137,Mauritius,June,Temperature change,°C,1.343,1.268,0.614,0.533,1.195,1.685,0.66,1.487,0.99,1.185
137,Mauritius,July,Temperature change,°C,0.968,1.04,0.648,0.864,1.52,1.633,0.218,1.882,0.639,1.862
137,Mauritius,August,Temperature change,°C,1.099,0.928,0.966,0.878,1.235,1.932,1.179,1.698,1.349,1.81
137,Mauritius,September,Temperature change,°C,1.077,1.044,0.588,1.448,1.239,1.412,0.63,1.76,1.375,1.666
137,Mauritius,October,Temperature change,°C,0.918,0.961,0.525,1.415,1.313,1.474,1.069,1.737,1.332,1.855
137,Mauritius,November,Temperature change,°C,0.566,1.171,0.935,1.497,0.998,1.508,0.615,1.402,1.16,1.982
137,Mauritius,December,Temperature change,°C,0.105,0.547,1.158,1.12,1.416,1.483,0.591,0.867,1.122,1.418
137,Mauritius,Dec–Jan–Feb,Temperature change,°C,0.982,0.356,0.63,0.931,0.981,0.954,1.567,0.681,0.691,1.095
137,Mauritius,Mar–Apr–May,Temperature change,°C,1.291,0.918,0.604,0.721,1.028,1.039,1.417,1.182,0.855,1.204
137,Mauritius,Jun–Jul–Aug,Temperature change,°C,1.137,1.079,0.743,0.758,1.317,1.75,0.686,1.689,0.993,1.619
137,Mauritius,Sep–Oct–Nov,Temperature change,°C,0.854,1.059,0.683,1.453,1.183,1.465,0.771,1.633,1.289,1.834
137,Mauritius,Meteorological year,Temperature change,°C,1.066,0.853,0.665,0.966,1.127,1.302,1.11,1.296,0.957,1.438
138,Mexico,January,Temperature change,°C,-0.007,0.439,1.459,0.545,0.587,0.742,0.363,1.741,0.457,1.052
138,Mexico,February,Temperature change,°C,-0.677,0.278,0.964,1.356,2.209,1.156,1.866,2.718,2.566,2.001
138,Mexico,March,Temperature change,°C,-0.354,1.822,1.16,0.834,1.179,0.488,1.693,2.274,2.047,1.168
138,Mexico,April,Temperature change,°C,0.298,2.078,1.06,0.764,1.151,1.096,1.175,1.347,1.221,0.874
138,Mexico,May,Temperature change,°C,0.839,1.28,1.272,0.548,0.278,0.195,1.204,1.065,1.527,0.887
138,Mexico,June,Temperature change,°C,1.187,1.262,1.078,1.136,0.992,0.693,0.889,1.253,1.13,1.251
138,Mexico,July,Temperature change,°C,0.243,0.763,0.313,0.272,0.648,0.875,1.484,0.847,1.236,1.343
138,Mexico,August,Temperature change,°C,1.017,1.582,0.908,0.589,0.674,1.648,0.653,1.07,1.072,2.171
138,Mexico,September,Temperature change,°C,0.794,1.133,0.579,0.198,0.528,1.512,0.814,0.809,1.05,1.354
138,Mexico,October,Temperature change,°C,0.138,0.739,1.055,0.81,1.297,1.74,1.946,1.346,0.54,1.274
138,Mexico,November,Temperature change,°C,-0.05,0.588,1.184,0.461,0.036,1.904,1.698,2.096,0.211,1.495
138,Mexico,December,Temperature change,°C,0.221,-0.207,1.459,0.666,1.098,1.673,1.986,0.776,0.569,1.162
138,Mexico,Dec–Jan–Feb,Temperature change,°C,-0.233,0.313,0.739,1.12,1.154,0.999,1.301,2.148,1.266,1.207
138,Mexico,Mar–Apr–May,Temperature change,°C,0.261,1.727,1.164,0.715,0.869,0.593,1.357,1.562,1.598,0.976
138,Mexico,Jun–Jul–Aug,Temperature change,°C,0.816,1.202,0.766,0.666,0.771,1.072,1.009,1.057,1.146,1.588
138,Mexico,Sep–Oct–Nov,Temperature change,°C,0.294,0.82,0.939,0.49,0.62,1.719,1.486,1.417,0.6,1.374
138,Mexico,Meteorological year,Temperature change,°C,0.284,1.016,0.902,0.748,0.853,1.096,1.288,1.546,1.152,1.286
140,Monaco,January,Temperature change,°C,-1.072,0.724,1.599,0.565,2.381,2.004,2.014,0.49,3.365,0.57
140,Monaco,February,Temperature change,°C,-0.619,0.989,-2.299,-1.354,1.636,0.398,1.911,2.551,-0.938,2.106
140,Monaco,March,Temperature change,°C,0.065,0.999,2.657,-0.015,2.018,1.717,0.979,2.793,0.046,2.444
140,Monaco,April,Temperature change,°C,1.349,2.686,0.86,1.05,2.162,1.218,2.046,1.588,2.883,0.973
140,Monaco,May,Temperature change,°C,0.113,2.99,0.836,-0.623,0.719,1.869,0.806,1.776,2.019,-0.363
140,Monaco,June,Temperature change,°C,1.086,1.215,2.409,0.358,2.224,2.968,1.163,3.823,2.42,3.307
140,Monaco,July,Temperature change,°C,3.165,-0.081,1.406,2.223,0.11,4.224,1.734,2.124,2.741,3.132
140,Monaco,August,Temperature change,°C,0.847,1.624,2.929,2.106,0.44,2.263,1.987,2.901,3.597,3.165
140,Monaco,September,Temperature change,°C,0.12,2.563,1.047,1.09,1.748,1.027,2.777,-0.289,2.9,2.314
140,Monaco,October,Temperature change,°C,0.089,1.566,1.431,2.151,3.005,0.496,1.036,2.096,2.488,2.734
140,Monaco,November,Temperature change,°C,0.239,2.618,1.913,0.754,3.303,2.325,1.368,0.809,2.233,1.165
140,Monaco,December,Temperature change,°C,-1.25,1.758,0.212,1.697,1.919,2.988,2.394,-0.343,1.997,3.008
140,Monaco,Dec–Jan–Feb,Temperature change,°C,-0.607,0.154,0.353,-0.192,1.905,1.44,2.304,1.812,0.695,1.558
140,Monaco,Mar–Apr–May,Temperature change,°C,0.509,2.225,1.451,0.137,1.633,1.601,1.277,2.052,1.649,1.018
140,Monaco,Jun–Jul–Aug,Temperature change,°C,1.699,0.919,2.248,1.562,0.925,3.152,1.628,2.949,2.919,3.201
140,Monaco,Sep–Oct–Nov,Temperature change,°C,0.149,2.249,1.464,1.332,2.685,1.283,1.727,0.872,2.54,2.071
140,Monaco,Meteorological year,Temperature change,°C,0.438,1.387,1.379,0.71,1.787,1.869,1.734,1.921,1.951,1.962
141,Mongolia,January,Temperature change,°C,-1.281,-4.504,-2.62,0.904,4.27,5.151,-1.655,2.169,-1.039,3.058
141,Mongolia,February,Temperature change,°C,-2.065,2.982,-1.414,-0.465,-0.189,4.396,1.977,4.291,1.781,0.103
141,Mongolia,March,Temperature change,°C,-2.128,-0.438,0.28,4.407,3.534,2.928,4.232,2.405,6.984,4.527
141,Mongolia,April,Temperature change,°C,-2.78,3.388,2.452,1.238,4.496,3.083,3.137,4.087,3.795,3.827
141,Mongolia,May,Temperature change,°C,0.914,-0.349,1.682,2.014,-0.02,0.639,0.011,3.693,2.628,-0.036
141,Mongolia,June,Temperature change,°C,2.687,1.923,1.055,0.155,0.054,0.218,0.399,2.717,2.608,1.552
141,Mongolia,July,Temperature change,°C,3.054,0.779,1.214,0.674,1.347,2.251,3.034,3.292,1.41,1.698
141,Mongolia,August,Temperature change,°C,0.488,2.336,0.747,1.01,0.924,2.456,2.437,0.945,2.001,1.353
141,Mongolia,September,Temperature change,°C,2.233,-0.708,1.407,0.813,0.665,1.012,2.785,1.7,0.07,4.561
141,Mongolia,October,Temperature change,°C,1.252,2.63,0.246,1.338,2.501,2.508,-1.12,0.736,2.058,1.597
141,Mongolia,November,Temperature change,°C,3.023,0.835,-1.071,3.051,2.098,0.353,-0.638,1.186,1.887,1.576
141,Mongolia,December,Temperature change,°C,0.667,-0.944,-2.6,3.224,1.342,2.822,3.578,3.491,-0.794,2.053
141,Mongolia,Dec–Jan–Feb,Temperature change,°C,-1.512,-0.285,-1.659,-0.72,2.435,3.63,1.048,3.346,1.411,0.789
141,Mongolia,Mar–Apr–May,Temperature change,°C,-1.331,0.867,1.471,2.553,2.67,2.217,2.46,3.395,4.469,2.773
141,Mongolia,Jun–Jul–Aug,Temperature change,°C,2.076,1.679,1.005,0.613,0.775,1.642,1.957,2.318,2.006,1.534
141,Mongolia,Sep–Oct–Nov,Temperature change,°C,2.169,0.919,0.194,1.734,1.755,1.291,0.342,1.207,1.338,2.578
141,Mongolia,Meteorological year,Temperature change,°C,0.351,0.795,0.253,1.045,1.909,2.195,1.452,2.567,2.306,1.918
142,Montserrat,January,Temperature change,°C,0.774,0.888,0.319,0.836,1.01,1.279,1.068,0.615,1.311,0.475
142,Montserrat,February,Temperature change,°C,1.642,0.471,0.381,0.519,0.651,1.403,1.33,0.963,0.247,0.825
142,Montserrat,March,Temperature change,°C,2.315,-0.209,0.339,0.67,0.372,0.704,0.785,0.804,0.686,0.862
142,Montserrat,April,Temperature change,°C,1.177,0.12,0.497,0.694,0.733,0.645,1.176,0.486,0.512,0.294
142,Montserrat,May,Temperature change,°C,1.515,0.491,0.258,0.582,0.13,0.816,1,0.666,0.1,0.614
142,Montserrat,June,Temperature change,°C,0.613,0.942,0.875,0.366,0.602,0.722,0.742,0.308,0.441,0.731
142,Montserrat,July,Temperature change,°C,0.919,0.253,0.631,0.493,0.353,0.887,0.907,0.854,0.632,1.104
142,Montserrat,August,Temperature change,°C,0.84,0.376,0.462,0.65,0.47,0.787,0.967,0.946,0.504,1.049
142,Montserrat,September,Temperature change,°C,0.778,0.394,0.975,0.923,0.533,0.938,0.738,0.835,0.691,1.229
142,Montserrat,October,Temperature change,°C,0.2,0.683,0.557,0.921,0.864,1.496,1.255,0.764,0.354,0.859
142,Montserrat,November,Temperature change,°C,0.177,0.574,1.017,0.72,0.889,0.69,0.264,1.349,0.54,1.169
142,Montserrat,December,Temperature change,°C,0.496,0.51,0.758,0.942,0.729,1.497,1.295,1.297,0.711,1.729
142,Montserrat,Dec–Jan–Feb,Temperature change,°C,0.994,0.618,0.403,0.704,0.868,1.137,1.298,0.958,0.952,0.67
142,Montserrat,Mar–Apr–May,Temperature change,°C,1.669,0.134,0.365,0.649,0.412,0.722,0.987,0.652,0.433,0.59
142,Montserrat,Jun–Jul–Aug,Temperature change,°C,0.791,0.524,0.656,0.503,0.475,0.799,0.872,0.703,0.526,0.961
142,Montserrat,Sep–Oct–Nov,Temperature change,°C,0.385,0.55,0.85,0.855,0.762,1.041,0.752,0.983,0.528,1.086
142,Montserrat,Meteorological year,Temperature change,°C,0.96,0.457,0.569,0.678,0.629,0.925,0.977,0.824,0.61,0.827
143,Morocco,January,Temperature change,°C,2.137,1.808,0.013,1.092,1.341,0.06,3.277,-0.54,0.59,0.501
143,Morocco,February,Temperature change,°C,3.185,0.016,-2.28,0.197,0.842,-0.813,1.253,1.446,-1.032,0.561
143,Morocco,March,Temperature change,°C,2.648,0.434,1.674,1.938,1.064,0.495,0.08,1.68,1.337,1.704
143,Morocco,April,Temperature change,°C,3.958,3.485,0.094,2.667,3.49,2.826,2.539,4.046,1.138,1.377
143,Morocco,May,Temperature change,°C,1.095,2.332,3.406,0.707,3.457,3.73,1.966,3.934,-0.323,3.709
143,Morocco,June,Temperature change,°C,1.178,3.499,4.19,1.873,1.543,1.903,2.739,4.628,0.683,1.591
143,Morocco,July,Temperature change,°C,2.563,1.391,2.503,1.645,0.716,1.878,2.354,2.138,1.946,1.267
143,Morocco,August,Temperature change,°C,2.483,1.991,2.84,1.674,1.557,1.112,2.395,2.297,1.134,2.038
143,Morocco,September,Temperature change,°C,2.291,2.122,1.223,0.522,1.788,0.613,1.777,1.961,1.601,1.755
143,Morocco,October,Temperature change,°C,0.698,1.94,1.942,3.137,3.605,2.391,2.744,3.183,0.982,2.339
143,Morocco,November,Temperature change,°C,1.421,0.844,2.092,1.293,1.853,1.59,0.954,2.294,0.723,1.342
143,Morocco,December,Temperature change,°C,3.745,1.107,1.256,1.234,0.824,2.898,1.476,0.527,2.546,2.606
143,Morocco,Dec–Jan–Feb,Temperature change,°C,2.992,1.856,-0.387,0.848,1.139,0.024,2.476,0.794,0.028,1.203
143,Morocco,Mar–Apr–May,Temperature change,°C,2.567,2.084,1.725,1.771,2.67,2.35,1.528,3.22,0.717,2.263
143,Morocco,Jun–Jul–Aug,Temperature change,°C,2.075,2.294,3.178,1.731,1.272,1.631,2.496,3.021,1.254,1.632
143,Morocco,Sep–Oct–Nov,Temperature change,°C,1.47,1.635,1.752,1.651,2.415,1.531,1.825,2.479,1.102,1.812
143,Morocco,Meteorological year,Temperature change,°C,2.276,1.967,1.567,1.5,1.874,1.384,2.081,2.378,0.775,1.728
144,Mozambique,January,Temperature change,°C,1.231,0.697,0.106,0.567,0.522,0.56,0.956,0.856,-0.306,0.899
144,Mozambique,February,Temperature change,°C,0.744,0.135,0.946,0.239,0.475,0.605,1.441,0.712,0.639,0.627
144,Mozambique,March,Temperature change,°C,1.19,0.964,0.894,0.354,1.17,0.732,2.331,0.313,1.142,1.015
144,Mozambique,April,Temperature change,°C,1.365,0.668,-0.51,-0.076,0.159,0.467,1.123,0.16,0.776,1.103
144,Mozambique,May,Temperature change,°C,1.263,1.29,0.476,0.296,0.914,0.971,-0.003,0.746,1.375,0.867
144,Mozambique,June,Temperature change,°C,0.928,1.121,0.898,1.188,0.932,1.136,0.989,1.503,1.047,0.983
144,Mozambique,July,Temperature change,°C,0.652,0.396,0.685,0.489,0.85,1.864,1.099,1.365,0.369,1.249
144,Mozambique,August,Temperature change,°C,-0.415,0.403,1.378,0.932,1.13,0.845,0.762,0.802,2.188,1.776
144,Mozambique,September,Temperature change,°C,0.926,0.906,1.345,1.184,0.764,1.233,1.587,1.024,2.051,0.718
144,Mozambique,October,Temperature change,°C,1.294,0.588,1.259,-0.691,-0.006,1.627,0.794,0.915,-0.471,1.792
144,Mozambique,November,Temperature change,°C,1.542,0.851,0.414,0.745,0.75,1.25,1.726,-0.17,-0.014,2.062
144,Mozambique,December,Temperature change,°C,0.913,0.774,0.675,0.393,0.682,2.091,1.435,0.194,1.047,0.959
144,Mozambique,Dec–Jan–Feb,Temperature change,°C,1.095,0.582,0.609,0.494,0.463,0.616,1.496,1.001,0.176,0.858
144,Mozambique,Mar–Apr–May,Temperature change,°C,1.273,0.974,0.287,0.191,0.748,0.723,1.15,0.406,1.098,0.995
144,Mozambique,Jun–Jul–Aug,Temperature change,°C,0.388,0.64,0.987,0.87,0.971,1.282,0.95,1.223,1.201,1.336
144,Mozambique,Sep–Oct–Nov,Temperature change,°C,1.254,0.782,1.006,0.413,0.503,1.37,1.369,0.59,0.522,1.524
144,Mozambique,Meteorological year,Temperature change,°C,1.002,0.745,0.722,0.492,0.671,0.998,1.241,0.805,0.749,1.178
28,Myanmar,January,Temperature change,°C,1.618,0.696,0.81,0.798,0.58,1.219,0.523,2.129,1.273,1.515
28,Myanmar,February,Temperature change,°C,1.328,1.036,1.147,2.249,0.888,0.845,1.553,1.699,1.251,1.762
28,Myanmar,March,Temperature change,°C,1.54,-0.194,0.965,1.358,0.976,1.511,2.071,1.064,1.5,0.784
28,Myanmar,April,Temperature change,°C,1.597,-0.256,0.396,1.083,1.318,0.532,2.2,0.236,0.912,1.781
28,Myanmar,May,Temperature change,°C,1.733,0.027,1.143,0.392,1.146,1.526,1.316,0.441,0.335,2.14
28,Myanmar,June,Temperature change,°C,1.162,0.559,0.685,0.97,1.344,1.394,0.869,1.168,0.492,1.717
28,Myanmar,July,Temperature change,°C,1.122,0.799,0.428,0.691,0.894,0.964,0.474,0.825,0.812,1.129
28,Myanmar,August,Temperature change,°C,0.943,0.412,0.853,0.644,0.522,1.042,1.405,1.204,0.72,1.372
28,Myanmar,September,Temperature change,°C,0.668,0.694,0.573,0.527,0.586,1.284,1.13,1.383,0.971,0.891
28,Myanmar,October,Temperature change,°C,0.735,0.603,0.809,0.17,0.725,0.805,1.632,1.411,0.385,1.544
28,Myanmar,November,Temperature change,°C,0.923,0.302,1.601,1.216,1.403,1.594,1.421,1.513,0.933,2.043
28,Myanmar,December,Temperature change,°C,0.922,1.013,1.22,-0.23,1.481,1.535,1.685,1.571,1.948,1.058
28,Myanmar,Dec–Jan–Feb,Temperature change,°C,1.159,0.885,0.99,1.422,0.413,1.182,1.204,1.838,1.365,1.742
28,Myanmar,Mar–Apr–May,Temperature change,°C,1.623,-0.141,0.835,0.944,1.147,1.19,1.862,0.58,0.916,1.568
28,Myanmar,Jun–Jul–Aug,Temperature change,°C,1.076,0.59,0.655,0.768,0.92,1.133,0.916,1.066,0.675,1.406
28,Myanmar,Sep–Oct–Nov,Temperature change,°C,0.775,0.533,0.994,0.638,0.905,1.228,1.394,1.436,0.763,1.493
28,Myanmar,Meteorological year,Temperature change,°C,1.158,0.467,0.869,0.943,0.846,1.183,1.344,1.23,0.93,1.552
147,Namibia,January,Temperature change,°C,-0.328,-1.458,0.086,1.593,0.666,1.494,1.301,-0.048,1.316,1.531
147,Namibia,February,Temperature change,°C,1.738,-0.65,-1.353,1.888,0.568,1.757,1.929,-0.252,1.33,2.723
147,Namibia,March,Temperature change,°C,2.196,-1.213,0.416,1.956,0.1,1.585,0.769,-0.171,0.443,3.307
147,Namibia,April,Temperature change,°C,2.477,-0.384,-0.017,0.452,-0.147,1.109,2.118,0.365,0.756,2.409
147,Namibia,May,Temperature change,°C,2.456,0.153,1.062,1.319,2.177,2.046,1.277,1.463,2.554,3.714
147,Namibia,June,Temperature change,°C,0.338,-0.096,-0.351,2.554,1.413,0.994,2.281,2.043,2.383,1.972
147,Namibia,July,Temperature change,°C,1.253,-0.753,-0.778,1.247,1.013,0.937,0.71,2.299,2.601,2.1
147,Namibia,August,Temperature change,°C,2.22,0.32,0.179,-0.296,1.176,1.495,2.226,1.26,3.268,1.869
147,Namibia,September,Temperature change,°C,2.091,1.735,-0.659,-0.138,1.242,1.938,0.966,2.923,1.85,0.997
147,Namibia,October,Temperature change,°C,1.461,0.01,1.541,1.595,0.818,1.714,2.694,0.02,1.578,2.357
147,Namibia,November,Temperature change,°C,0.417,-0.446,1.615,0.449,-1.741,1.32,1.857,0.471,0.993,2.813
147,Namibia,December,Temperature change,°C,-0.001,-0.305,-0.423,0.271,0.01,1.769,1.827,0.241,1.235,-0.429
147,Namibia,Dec–Jan–Feb,Temperature change,°C,0.912,-0.703,-0.524,1.019,0.502,1.087,1.666,0.509,0.962,1.83
147,Namibia,Mar–Apr–May,Temperature change,°C,2.376,-0.481,0.487,1.242,0.71,1.58,1.388,0.552,1.251,3.143
147,Namibia,Jun–Jul–Aug,Temperature change,°C,1.27,-0.176,-0.317,1.168,1.201,1.142,1.739,1.867,2.751,1.98
147,Namibia,Sep–Oct–Nov,Temperature change,°C,1.323,0.433,0.832,0.635,0.106,1.657,1.839,1.138,1.474,2.056
147,Namibia,Meteorological year,Temperature change,°C,1.47,-0.232,0.119,1.016,0.63,1.366,1.658,1.016,1.61,2.252
149,Nepal,January,Temperature change,°C,-0.605,-0.496,-0.517,-1.47,0.393,-0.011,0.457,0.974,-0.864,0.337
149,Nepal,February,Temperature change,°C,0.88,0.487,0.431,0.243,-1.081,1.554,2.266,1.693,1.779,0.365
149,Nepal,March,Temperature change,°C,2.665,0.557,0.07,0.589,-0.394,-0.08,2.03,1.133,1.454,-0.493
149,Nepal,April,Temperature change,°C,2.404,-0.819,-0.039,-0.226,0.309,-1.789,2.69,1.164,-0.272,0.29
149,Nepal,May,Temperature change,°C,0.471,-0.502,0.855,0.347,0.535,0.65,-0.342,0.004,-0.286,0.822
149,Nepal,June,Temperature change,°C,1.556,-0.1,2.595,0.202,1.37,1.607,0.907,1.136,1.387,1.885
149,Nepal,July,Temperature change,°C,1.278,0.803,1.017,1.118,0.864,0.908,0.319,0.904,1.204,0.942
149,Nepal,August,Temperature change,°C,1.226,0.709,1.123,0.933,0.769,1.258,1.798,1.399,0.834,2.006
149,Nepal,September,Temperature change,°C,0.762,0.862,0.708,0.981,0.403,1.759,0.8,1.579,0.986,-0.412
149,Nepal,October,Temperature change,°C,1.249,0.754,-0.13,0.327,0.134,0.966,1.588,1.457,-0.171,-0.078
149,Nepal,November,Temperature change,°C,2.103,0.999,-0.683,-0.099,0.632,1.373,0.915,0.958,0.345,1.642
149,Nepal,December,Temperature change,°C,0.63,0.605,0.071,0.61,-0.568,0.405,0.777,1.306,-0.106,-1.029
149,Nepal,Dec–Jan–Feb,Temperature change,°C,0.423,0.207,0.173,-0.385,-0.026,0.325,1.043,1.148,0.74,0.199
149,Nepal,Mar–Apr–May,Temperature change,°C,1.847,-0.255,0.295,0.237,0.15,-0.406,1.459,0.767,0.299,0.206
149,Nepal,Jun–Jul–Aug,Temperature change,°C,1.353,0.471,1.578,0.751,1.001,1.258,1.008,1.146,1.142,1.611
149,Nepal,Sep–Oct–Nov,Temperature change,°C,1.371,0.872,-0.035,0.403,0.39,1.366,1.101,1.331,0.387,0.384
149,Nepal,Meteorological year,Temperature change,°C,1.248,0.324,0.503,0.252,0.379,0.636,1.153,1.098,0.642,0.6
150,Netherlands,January,Temperature change,°C,-2.831,1.462,2.731,0.164,3.363,2.149,2.195,-0.365,3.647,1.328
150,Netherlands,February,Temperature change,°C,-0.859,1.839,-1.695,-0.726,4.254,1.103,2.516,2.811,-1.461,4.436
150,Netherlands,March,Temperature change,°C,1.146,1.439,3.378,-2.802,3.693,1.491,0.657,3.968,-0.417,3.155
150,Netherlands,April,Temperature change,°C,1.497,4.712,0.544,0.372,3.935,0.993,0.698,0.45,4.216,2.569
150,Netherlands,May,Temperature change,°C,-1.49,2.041,2.16,-0.358,1.144,0.226,2.223,2.693,4.182,-0.415
150,Netherlands,June,Temperature change,°C,1.097,1.167,-0.182,0.131,0.991,0.27,1.773,2.765,2.307,3.517
150,Netherlands,July,Temperature change,°C,3.488,-0.461,0.616,2.422,3.173,2.004,1.859,1.61,3.962,2.392
150,Netherlands,August,Temperature change,°C,0.395,0.849,2.102,1.629,-0.108,2.377,1.488,1.023,2.747,2.685
150,Netherlands,September,Temperature change,°C,-0.543,1.802,0.06,0.316,1.921,-0.399,3.853,0.026,1.372,0.767
150,Netherlands,October,Temperature change,°C,-0.013,1.169,0.172,1.913,3.158,-0.164,-0.27,2.61,2.042,1.634
150,Netherlands,November,Temperature change,°C,0.021,1.52,0.955,0.732,2.426,3.783,-0.073,1.231,1.307,0.7
150,Netherlands,December,Temperature change,°C,-4.797,2.851,1.265,2.751,1.52,6.179,1.842,1.702,2.937,2.835
150,Netherlands,Dec–Jan–Feb,Temperature change,°C,-1.5,-0.499,1.296,0.234,3.456,1.591,3.63,1.429,1.296,2.9
150,Netherlands,Mar–Apr–May,Temperature change,°C,0.384,2.731,2.027,-0.929,2.924,0.903,1.193,2.37,2.66,1.77
150,Netherlands,Jun–Jul–Aug,Temperature change,°C,1.66,0.518,0.845,1.394,1.352,1.55,1.707,1.799,3.005,2.865
150,Netherlands,Sep–Oct–Nov,Temperature change,°C,-0.178,1.497,0.396,0.987,2.502,1.073,1.17,1.289,1.574,1.034
150,Netherlands,Meteorological year,Temperature change,°C,0.091,1.062,1.141,0.421,2.558,1.279,1.925,1.722,2.134,2.142
151,Netherlands Antilles (former),January,Temperature change,°C,1.687,0.586,0.182,1.113,0.809,1.476,1.086,0.249,1.324,0.998
151,Netherlands Antilles (former),February,Temperature change,°C,1.893,0.768,0.526,1.143,1.299,1.475,1.164,1.013,0.254,1.039
151,Netherlands Antilles (former),March,Temperature change,°C,2.533,-0.307,0.256,1.287,0.986,0.758,1.157,1.164,0.857,1.038
151,Netherlands Antilles (former),April,Temperature change,°C,1.196,0.07,0.371,0.942,1.077,1.617,0.983,1.354,0.939,0.759
151,Netherlands Antilles (former),May,Temperature change,°C,1.49,0.211,0.574,0.813,0.432,0.853,1.161,1.215,0.62,0.773
151,Netherlands Antilles (former),June,Temperature change,°C,1.622,0.711,0.852,0.849,0.905,0.617,1.242,0.903,0.635,0.868
151,Netherlands Antilles (former),July,Temperature change,°C,1.073,0.549,0.841,1.017,0.657,1.154,1.455,1.383,0.74,0.976
151,Netherlands Antilles (former),August,Temperature change,°C,1.017,0.618,0.604,0.959,0.954,1.498,1.453,1.305,0.774,1.232
151,Netherlands Antilles (former),September,Temperature change,°C,0.304,0.367,0.817,1.078,0.922,1.861,0.663,1.562,1.01,1.099
151,Netherlands Antilles (former),October,Temperature change,°C,0.271,0.388,0.295,1.113,1.028,1.152,0.916,0.643,0.031,1.032
151,Netherlands Antilles (former),November,Temperature change,°C,-0.399,0.594,0.539,0.336,0.596,0.997,0.664,1.214,0.606,1.302
151,Netherlands Antilles (former),December,Temperature change,°C,0.037,0.234,0.437,0.398,1.144,1.262,1.257,1.085,0.703,1.519
151,Netherlands Antilles (former),Dec–Jan–Feb,Temperature change,°C,1.69,0.464,0.314,0.898,0.835,1.365,1.171,0.84,0.888,0.913
151,Netherlands Antilles (former),Mar–Apr–May,Temperature change,°C,1.74,-0.009,0.4,1.014,0.832,1.076,1.1,1.244,0.805,0.857
151,Netherlands Antilles (former),Jun–Jul–Aug,Temperature change,°C,1.237,0.626,0.766,0.942,0.839,1.09,1.383,1.197,0.716,1.025
151,Netherlands Antilles (former),Sep–Oct–Nov,Temperature change,°C,0.059,0.45,0.55,0.842,0.849,1.337,0.748,1.14,0.549,1.144
151,Netherlands Antilles (former),Meteorological year,Temperature change,°C,1.181,0.383,0.508,0.924,0.839,1.217,1.101,1.105,0.739,0.985
153,New Caledonia,January,Temperature change,°C,-0.322,0.847,0.092,-0.069,0.643,0.991,0.915,1.216,1.469,0.131
153,New Caledonia,February,Temperature change,°C,-0.188,0.594,0.543,-0.071,-0.163,1.677,2.252,0.703,0.587,1.062
153,New Caledonia,March,Temperature change,°C,-0.271,0.596,0.506,0.374,0.168,0.862,1.408,1.511,1.043,1.497
153,New Caledonia,April,Temperature change,°C,0.54,0.617,0.593,1.212,1.472,1.298,1.996,1.552,1.31,1.215
153,New Caledonia,May,Temperature change,°C,0.517,0.231,0.069,0.055,0.578,0.693,1.958,1.652,0.745,1.202
153,New Caledonia,June,Temperature change,°C,1.032,0.952,0.809,0.459,0.989,0.331,1.577,1.344,-0.01,0.661
153,New Caledonia,July,Temperature change,°C,0.702,0.515,0.502,1.052,0.142,0.863,1.838,0.69,1.248,0.409
153,New Caledonia,August,Temperature change,°C,1.572,0.46,0.222,0.339,1.586,0.397,1.063,1.554,0.48,0.948
153,New Caledonia,September,Temperature change,°C,3.119,-0.23,0.487,0.513,0.648,0.252,1.569,1.285,0.329,0.981
153,New Caledonia,October,Temperature change,°C,1.61,0.584,0.597,0.979,0.341,-0.099,1.214,1.873,1.664,0.817
